VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2015-05-05 23:37:40,2015-05-05 23:45:41,1,2.00,-74.001678466796875,40.739311218261719,1,N,-73.978294372558594,40.752109527587891,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2015-05-05 23:37:40,2015-05-05 23:40:36,1,.54,-73.930839538574219,40.744789123535156,1,N,-73.937515258789062,40.749359130859375,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2015-05-05 23:37:40,2015-05-05 23:44:03,3,2.10,-74.001411437988281,40.731086730957031,1,N,-73.981674194335937,40.758281707763672,2,8,0.5,0.5,0,0,0.3,9.3
2,2015-05-05 23:37:40,2015-05-06 00:14:01,6,10.93,-73.970672607421875,40.758560180664063,1,N,-73.933761596679688,40.670543670654297,1,36,0.5,0.5,9.32,0,0.3,46.62
2,2015-05-05 23:37:40,2015-05-05 23:46:03,5,.93,-73.986732482910156,40.755878448486328,1,N,-73.990959167480469,40.749980926513672,1,7,0.5,0.5,2.49,0,0.3,10.79
1,2015-05-05 23:37:41,2015-05-05 23:50:34,3,2.40,-73.989326477050781,40.756599426269531,1,N,-73.979583740234375,40.735363006591797,2,11,0.5,0.5,0,0,0.3,12.3
1,2015-05-05 23:37:42,2015-05-05 23:41:51,1,1.30,-73.955543518066406,40.776721954345703,1,N,-73.941337585449219,40.788120269775391,2,6,0.5,0.5,0,0,0.3,7.3
2,2015-05-05 23:37:42,2015-05-05 23:53:25,1,3.70,-73.992210388183594,40.72918701171875,1,N,-73.960395812988281,40.775630950927734,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2015-05-05 23:37:42,2015-05-05 23:52:53,2,7.84,-73.987739562988281,40.740859985351563,1,N,-73.8731689453125,40.723091125488281,1,23.5,0.5,0.5,6.07,5.54,0.3,36.41
2,2015-05-05 23:37:42,2015-05-05 23:48:25,3,2.36,-73.987998962402344,40.743995666503906,1,N,-73.998527526855469,40.717002868652344,2,10,0.5,0.5,0,0,0.3,11.3
2,2015-05-05 23:37:42,2015-05-05 23:41:37,1,1.35,-73.971038818359375,40.757938385009766,1,N,-73.98065185546875,40.74224853515625,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-05-05 23:37:43,2015-05-05 23:42:23,1,1.30,-73.978065490722656,40.72515869140625,1,N,-73.978919982910156,40.713619232177734,1,6,0.5,0.5,1.45,0,0.3,8.75
