VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-06-01 00:56:29,2019-06-01 01:05:48,1,1.48,1,N,107,79,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2,2019-06-01 00:05:14,2019-06-01 00:15:35,3,0.93,1,N,48,230,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2,2019-06-01 00:31:13,2019-06-01 01:01:50,2,4.08,1,N,107,145,1,20.0,0.5,0.5,4.76,0.0,0.3,28.56,2.5
2,2019-06-01 00:16:45,2019-06-01 00:29:47,1,1.53,1,N,113,68,1,10.0,0.5,0.5,3.0,0.0,0.3,16.8,2.5
2,2019-06-01 00:52:43,2019-06-01 00:56:10,1,1.19,1,N,239,151,1,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
1,2019-06-01 00:22:11,2019-06-01 00:50:13,1,5.6,1,N,249,238,1,22.0,3.0,0.5,5.15,0.0,0.3,30.95,2.5
1,2019-06-01 00:55:38,2019-06-01 01:09:33,1,2.5,1,N,238,237,1,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
2,2019-06-01 00:29:30,2019-06-01 00:30:41,3,0.22,1,N,234,234,1,3.0,0.5,0.5,1.36,0.0,0.3,8.16,2.5
2,2019-06-01 00:32:05,2019-06-01 00:59:35,3,3.89,1,N,164,148,2,20.0,0.5,0.5,0.0,0.0,0.3,23.8,2.5
2,2019-06-01 01:01:19,2019-06-01 01:13:28,2,3.5,1,N,148,112,1,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
2,2019-06-01 00:13:56,2019-06-01 00:14:10,1,0.01,1,N,13,13,2,2.5,0.5,0.5,0.0,0.0,0.3,6.3,2.5
2,2019-06-01 01:00:18,2019-06-01 01:19:48,1,4.58,1,N,87,48,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
2,2019-06-01 00:09:04,2019-06-01 00:32:24,2,5.27,1,N,114,239,1,20.0,0.5,0.5,2.38,0.0,0.3,26.18,2.5
2,2019-06-01 00:34:16,2019-06-01 00:38:28,5,0.77,1,N,239,239,1,5.0,0.5,0.5,1.0,0.0,0.3,9.8,2.5
1,2019-06-01 00:13:14,2019-06-01 00:39:22,1,4.7,1,N,88,189,1,19.0,3.0,0.5,3.0,0.0,0.3,25.8,2.5
1,2019-06-01 00:29:41,2019-06-01 00:34:33,1,0.8,1,N,113,90,1,5.5,3.0,0.5,1.5,0.0,0.3,10.8,2.5
1,2019-06-01 00:57:34,2019-06-01 01:19:56,0,3.2,1,N,186,79,1,15.5,3.0,0.5,2.5,0.0,0.3,21.8,2.5
1,2019-06-01 00:00:43,2019-06-01 00:20:35,2,3.6,1,N,244,41,1,15.5,0.5,0.5,1.0,0.0,0.3,17.8,0.0
1,2019-06-01 00:21:45,2019-06-01 00:35:14,1,3.7,1,N,41,230,2,13.5,3.0,0.5,0.0,0.0,0.3,17.3,2.5
1,2019-06-01 00:36:19,2019-06-01 00:49:18,1,2.8,1,N,230,263,2,11.5,3.0,0.5,0.0,0.0,0.3,15.3,2.5
1,2019-06-01 00:02:35,2019-06-01 00:08:51,1,1.5,1,N,142,238,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
1,2019-06-01 00:15:47,2019-06-01 00:29:59,1,2.7,1,N,238,74,1,12.5,3.0,0.5,0.0,0.0,0.3,16.3,2.5
1,2019-06-01 00:41:00,2019-06-01 00:52:30,1,2.6,1,N,238,116,3,11.0,0.5,0.5,0.0,0.0,0.3,12.3,0.0
1,2019-06-01 00:17:17,2019-06-01 00:41:22,2,3.9,1,N,13,49,2,17.0,3.0,0.5,0.0,0.0,0.3,20.8,2.5
1,2019-06-01 00:06:44,2019-06-01 00:34:18,3,6.2,1,N,138,162,1,22.5,3.0,0.5,5.25,0.0,0.3,31.55,2.5
1,2019-06-01 00:42:24,2019-06-01 00:48:50,1,1.7,1,N,161,236,1,7.5,3.0,0.5,2.8,0.0,0.3,14.1,2.5
2,2019-06-01 00:08:18,2019-06-01 00:24:56,2,2.54,1,N,164,141,1,12.5,0.5,0.5,2.0,0.0,0.3,18.3,2.5
2,2019-06-01 00:42:56,2019-06-01 01:13:58,2,3.73,1,N,161,226,1,20.0,0.5,0.5,3.0,0.0,0.3,26.8,2.5
1,2019-06-01 00:33:03,2019-06-01 00:35:51,0,0.9,1,Y,263,75,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
1,2019-06-01 00:40:23,2019-06-01 00:53:15,0,3.7,1,N,75,119,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,0.0
2,2019-06-01 00:07:23,2019-06-01 00:19:35,1,3.45,1,N,237,24,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
2,2019-06-01 00:15:09,2019-06-01 00:42:14,3,4.65,1,N,41,140,1,21.0,0.5,0.5,5.2,0.0,0.3,30.0,2.5
2,2019-06-01 00:51:53,2019-06-01 00:57:18,4,1.4,1,N,140,262,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2019-06-01 00:01:27,2019-06-01 00:05:45,3,0.84,1,N,141,140,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
2,2019-06-01 00:52:43,2019-06-01 01:12:18,4,9.58,1,N,233,127,1,27.5,0.5,0.5,6.26,0.0,0.3,37.56,2.5
2,2019-05-31 23:53:58,2019-06-01 00:03:18,1,2.9,1,N,238,116,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,0.0
2,2019-06-01 00:39:32,2019-06-01 00:46:25,1,3.71,1,N,238,244,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,0.0
2,2019-06-01 00:38:52,2019-06-01 01:00:38,2,4.27,1,N,145,37,1,17.5,0.5,0.5,2.82,0.0,0.3,21.62,0.0
2,2019-06-01 00:07:53,2019-06-01 00:43:20,2,18.16,1,N,132,49,2,50.5,0.5,0.5,0.0,0.0,0.3,51.8,0.0
2,2019-06-01 00:54:02,2019-06-01 01:10:00,2,3.74,1,N,97,114,1,14.5,0.5,0.5,3.66,0.0,0.3,21.96,2.5
1,2019-06-01 00:25:59,2019-06-01 00:51:41,1,14.1,1,N,132,36,2,39.0,0.5,0.5,0.0,0.0,0.3,40.3,0.0
2,2019-06-01 00:03:20,2019-06-01 00:25:17,1,2.47,1,N,107,148,1,13.5,0.5,0.5,2.0,0.0,0.3,19.3,2.5
2,2019-06-01 00:39:21,2019-06-01 00:44:24,1,1.4,1,N,107,233,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2019-06-01 00:49:07,2019-06-01 00:56:36,1,1.2,1,N,229,233,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
1,2019-06-01 00:07:13,2019-06-01 00:14:56,0,0.9,1,N,229,163,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
1,2019-06-01 00:21:44,2019-06-01 01:03:25,0,5.2,1,N,163,223,1,27.0,3.0,0.5,3.0,0.0,0.3,33.8,2.5
2,2019-05-31 23:58:11,2019-06-01 00:40:48,1,11.19,1,N,132,61,1,38.0,0.5,0.5,7.86,0.0,0.3,47.16,0.0
2,2019-06-01 00:30:19,2019-06-01 00:39:03,3,2.77,1,N,97,209,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
2,2019-06-01 00:41:35,2019-06-01 01:19:07,4,9.6,1,N,209,179,2,33.5,0.5,0.5,0.0,0.0,0.3,37.3,2.5
1,2019-06-01 00:07:28,2019-06-01 00:13:44,2,1.0,1,N,68,68,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
1,2019-06-01 00:18:10,2019-06-01 00:30:45,2,1.8,1,N,68,224,1,10.0,3.0,0.5,2.07,0.0,0.3,15.87,2.5
1,2019-06-01 00:35:01,2019-06-01 01:01:44,1,8.5,1,N,79,196,1,29.5,3.0,0.5,6.65,0.0,0.3,39.95,2.5
2,2019-06-01 00:43:21,2019-06-01 00:51:52,1,1.57,1,N,239,236,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2,2019-06-01 00:07:00,2019-06-01 00:20:01,1,1.4,1,N,233,186,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
2,2019-06-01 00:26:00,2019-06-01 00:55:45,1,5.17,1,N,90,255,1,22.0,0.5,0.5,5.16,0.0,0.3,30.96,2.5
2,2019-06-01 00:56:32,2019-06-01 00:59:19,1,0.43,1,N,255,255,1,4.0,0.5,0.5,1.0,0.0,0.3,6.3,0.0
1,2019-06-01 00:02:57,2019-06-01 00:20:48,1,4.1,1,N,80,170,1,16.0,3.0,0.5,5.15,6.12,0.3,31.07,2.5
1,2019-06-01 00:26:32,2019-06-01 01:05:08,2,7.1,1,N,164,80,2,31.5,3.0,0.5,0.0,6.12,0.3,41.42,2.5
2,2019-06-01 00:02:08,2019-06-01 00:21:59,4,4.57,1,N,87,170,1,18.0,0.5,0.5,4.36,0.0,0.3,26.16,2.5
2,2019-06-01 00:34:50,2019-06-01 00:48:12,1,3.77,1,N,137,75,1,13.0,0.5,0.5,4.2,0.0,0.3,21.0,2.5
1,2019-06-01 00:17:01,2019-06-01 00:33:32,1,2.7,1,N,229,79,1,13.0,3.0,0.5,2.0,0.0,0.3,18.8,2.5
1,2019-06-01 00:37:00,2019-06-01 00:40:20,1,0.6,1,N,79,137,1,4.5,3.0,0.5,1.0,0.0,0.3,9.3,2.5
2,2019-06-01 00:50:45,2019-06-01 00:57:41,6,1.27,1,N,164,230,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2019-06-01 00:17:09,2019-06-01 00:21:50,1,1.04,1,N,140,141,1,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
2,2019-06-01 00:23:04,2019-06-01 00:26:53,1,0.77,1,N,237,236,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
2,2019-06-01 00:33:55,2019-06-01 00:36:05,1,0.77,1,N,237,236,1,4.0,0.5,0.5,1.0,0.0,0.3,8.8,2.5
2,2019-06-01 00:37:50,2019-06-01 00:39:57,1,0.49,1,N,236,263,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
2,2019-06-01 00:53:29,2019-06-01 00:57:26,1,1.04,1,N,236,140,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
1,2019-06-01 00:23:55,2019-06-01 00:39:43,1,6.7,1,Y,88,140,1,21.0,3.0,0.5,4.95,0.0,0.3,29.75,2.5
1,2019-06-01 00:46:10,2019-06-01 00:52:22,1,1.2,1,Y,263,141,1,6.5,3.0,0.5,2.06,0.0,0.3,12.36,2.5
1,2019-06-01 00:02:35,2019-06-01 00:11:00,1,1.5,1,N,209,148,2,8.0,3.0,0.5,0.0,0.0,0.3,11.8,2.5
1,2019-06-01 00:13:09,2019-06-01 00:26:39,1,3.0,1,N,148,80,1,13.0,3.0,0.5,3.35,0.0,0.3,20.15,2.5
2,2019-06-01 00:00:11,2019-06-01 00:31:41,1,19.92,2,N,132,236,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2019-06-01 00:31:47,2019-06-01 00:48:27,1,1.71,1,N,68,79,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
2,2019-06-01 00:51:00,2019-06-01 00:57:39,1,0.83,1,N,4,113,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2019-06-01 00:15:42,2019-06-01 00:48:40,1,6.84,1,N,148,142,1,26.0,0.5,0.5,5.96,0.0,0.3,35.76,2.5
2,2019-06-01 00:53:52,2019-06-01 01:01:39,1,1.85,1,N,48,68,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
2,2019-06-01 00:10:53,2019-06-01 00:13:43,1,0.63,1,N,143,50,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
1,2019-06-01 00:28:32,2019-06-01 00:36:48,1,1.3,1,N,107,233,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
1,2019-06-01 00:44:47,2019-06-01 00:54:54,1,1.0,1,N,170,229,2,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
1,2019-06-01 00:02:40,2019-06-01 00:18:37,1,2.0,1,N,162,68,1,11.5,3.0,0.5,2.0,0.0,0.3,17.3,2.5
1,2019-06-01 00:20:59,2019-06-01 00:57:49,1,10.4,1,N,246,127,1,37.0,3.0,0.5,2.0,0.0,0.3,42.8,2.5
2,2019-06-01 00:04:30,2019-06-01 00:21:34,1,4.56,1,N,74,142,2,16.0,0.5,0.5,0.0,0.0,0.3,19.8,2.5
2,2019-06-01 00:23:43,2019-06-01 00:27:09,1,1.17,1,N,143,238,1,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
2,2019-06-01 00:29:47,2019-06-01 00:39:31,1,3.93,1,N,238,116,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,0.0
2,2019-05-31 23:53:37,2019-06-01 00:02:48,1,0.99,1,N,4,148,1,7.5,0.5,0.5,1.0,0.0,0.3,12.3,2.5
2,2019-06-01 00:05:18,2019-06-01 00:10:31,1,1.13,1,N,148,107,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2019-06-01 00:15:16,2019-06-01 00:22:02,1,0.9,1,N,107,233,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
2,2019-06-01 00:36:19,2019-06-01 01:03:59,1,4.52,1,N,230,7,2,22.0,0.5,0.5,0.0,0.0,0.3,25.8,2.5
2,2019-06-01 00:39:19,2019-06-01 00:46:44,1,1.04,1,N,45,148,1,6.5,0.5,0.5,1.0,0.0,0.3,11.3,2.5
2,2019-06-01 00:48:39,2019-06-01 01:09:07,1,6.78,1,N,148,75,2,22.0,0.5,0.5,0.0,0.0,0.3,25.8,2.5
2,2019-06-01 00:12:03,2019-06-01 00:27:52,1,5.64,1,N,132,10,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8,0.0
1,2019-06-01 00:02:51,2019-06-01 00:14:17,1,1.6,1,N,163,164,2,9.0,3.0,0.5,0.0,0.0,0.3,12.8,2.5
1,2019-06-01 00:24:43,2019-06-01 00:28:35,0,0.8,1,N,163,143,1,5.0,3.0,0.5,2.2,0.0,0.3,11.0,2.5
1,2019-06-01 00:35:34,2019-06-01 00:45:45,1,1.5,1,N,48,68,1,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
1,2019-06-01 00:49:16,2019-06-01 01:02:27,2,0.6,1,N,158,249,1,9.0,3.0,0.5,0.75,0.0,0.3,13.55,2.5
1,2019-06-01 00:07:29,2019-06-01 00:27:51,2,1.3,1,N,230,170,2,13.0,3.0,0.5,0.0,0.0,0.3,16.8,2.5
1,2019-06-01 00:30:55,2019-06-01 00:48:18,2,2.7,1,N,229,137,1,12.5,3.0,0.5,2.58,0.0,0.3,18.88,2.5
1,2019-06-01 00:56:49,2019-06-01 01:16:01,1,2.3,1,N,229,230,1,13.5,3.0,0.5,2.0,0.0,0.3,19.3,2.5
1,2019-06-01 00:02:23,2019-06-01 00:45:05,2,17.2,1,N,132,89,2,50.5,0.5,0.5,0.0,0.0,0.3,51.8,0.0
1,2019-06-01 00:33:20,2019-06-01 00:42:45,0,1.2,1,N,249,79,2,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
1,2019-06-01 00:45:05,2019-06-01 01:09:04,3,6.1,1,N,79,24,1,21.0,3.0,0.5,4.95,0.0,0.3,29.75,2.5
1,2019-06-01 00:07:46,2019-06-01 00:30:56,1,4.7,1,N,79,80,1,19.5,3.0,0.5,4.65,0.0,0.3,27.95,2.5
1,2019-06-01 00:07:44,2019-06-01 00:10:48,1,0.9,1,N,174,32,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0.0
1,2019-06-01 00:43:48,2019-06-01 00:48:39,1,1.2,1,N,163,164,1,6.0,3.0,0.5,2.45,0.0,0.3,12.25,2.5
1,2019-06-01 00:55:00,2019-06-01 01:31:14,1,13.2,1,N,68,136,1,41.0,3.0,0.5,8.95,0.0,0.3,53.75,2.5
1,2019-06-01 00:27:07,2019-06-01 01:03:48,1,19.0,2,N,132,113,1,52.0,2.5,0.5,11.05,0.0,0.3,66.35,2.5
1,2019-06-01 00:05:07,2019-06-01 00:19:14,1,2.6,1,N,79,186,1,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
1,2019-06-01 00:20:19,2019-06-01 00:32:09,1,2.6,1,N,164,143,2,11.0,3.0,0.5,0.0,0.0,0.3,14.8,2.5
1,2019-06-01 00:41:30,2019-06-01 00:50:49,1,2.5,1,N,142,162,1,9.5,3.0,0.5,1.0,0.0,0.3,14.3,2.5
1,2019-06-01 00:52:39,2019-06-01 01:01:28,1,1.6,1,N,162,50,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
1,2019-06-01 00:24:26,2019-06-01 00:38:17,1,8.2,1,N,132,95,1,24.0,0.5,0.5,3.0,0.0,0.3,28.3,0.0
2,2019-06-01 00:09:49,2019-06-01 00:24:56,3,2.87,1,N,238,142,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
2,2019-06-01 00:33:03,2019-06-01 00:51:26,2,5.5,1,N,239,244,2,20.0,0.5,0.5,0.0,0.0,0.3,23.8,2.5
2,2019-06-01 00:19:57,2019-06-01 00:34:11,1,3.25,1,N,161,238,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
1,2019-06-01 00:44:37,2019-06-01 00:47:22,2,0.5,1,N,48,230,1,4.0,3.0,0.5,2.0,0.0,0.3,9.8,2.5
1,2019-06-01 00:53:18,2019-06-01 00:56:05,1,0.4,1,N,230,230,2,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5
1,2019-06-01 00:59:37,2019-06-01 01:02:10,2,0.7,1,N,164,161,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
2,2019-06-01 00:58:34,2019-06-01 01:13:59,1,1.96,1,N,249,79,1,11.5,0.5,0.5,4.59,0.0,0.3,19.89,2.5
2,2019-06-01 00:19:22,2019-06-01 00:39:15,1,2.99,1,N,114,33,1,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
2,2019-06-01 00:45:02,2019-06-01 00:53:12,1,2.45,1,N,65,87,1,9.5,0.5,0.5,1.5,0.0,0.3,14.8,2.5
2,2019-06-01 00:55:40,2019-06-01 01:06:58,1,2.52,1,N,87,249,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
2,2019-06-01 00:36:45,2019-06-01 00:39:56,1,0.61,1,N,211,114,1,4.5,0.5,0.5,1.5,0.0,0.3,9.8,2.5
2,2019-06-01 00:41:48,2019-06-01 00:57:41,1,3.02,1,N,114,246,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
1,2019-06-01 00:02:00,2019-06-01 00:09:58,1,1.9,1,N,142,238,1,8.5,3.0,0.5,2.46,0.0,0.3,14.76,2.5
1,2019-06-01 00:16:27,2019-06-01 00:19:58,1,0.9,1,N,142,238,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
1,2019-06-01 00:22:40,2019-06-01 00:32:09,1,2.4,1,N,238,152,1,10.0,3.0,0.5,3.45,0.0,0.3,17.25,2.5
1,2019-06-01 00:33:04,2019-06-01 00:38:30,1,0.9,1,N,152,42,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0
2,2019-06-01 00:06:46,2019-06-01 00:11:07,1,1.0,1,N,166,238,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0
2,2019-06-01 00:12:13,2019-06-01 00:27:17,1,7.9,1,N,238,220,1,23.5,0.5,0.5,3.0,2.8,0.3,30.6,0.0
1,2019-06-01 00:02:41,2019-06-01 00:23:35,1,4.4,1,N,88,107,1,18.0,3.0,0.5,4.35,0.0,0.3,26.15,2.5
1,2019-06-01 00:26:41,2019-06-01 00:41:05,1,1.7,1,N,107,45,2,10.5,3.0,0.5,0.0,0.0,0.3,14.3,2.5
1,2019-06-01 00:55:12,2019-06-01 01:13:18,1,4.2,1,N,113,262,1,15.5,3.0,0.5,3.85,0.0,0.3,23.15,2.5
2,2019-06-01 00:44:54,2019-06-01 01:23:08,1,18.87,2,N,132,148,2,52.0,0.0,0.5,0.0,0.0,0.3,55.3,2.5
2,2019-06-01 00:06:23,2019-06-01 00:18:35,1,2.1,1,N,148,158,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2,2019-06-01 00:50:39,2019-06-01 00:58:42,1,1.96,1,N,68,231,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
2,2019-05-31 23:56:14,2019-05-31 23:59:11,1,0.61,1,N,113,90,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
2,2019-06-01 00:00:06,2019-06-01 00:17:02,1,2.74,1,N,249,50,1,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
2,2019-06-01 00:22:43,2019-06-01 00:27:27,1,1.53,1,N,48,239,1,6.5,0.5,0.5,2.0,0.0,0.3,12.3,2.5
2,2019-06-01 00:39:21,2019-06-01 00:41:51,1,0.41,1,N,48,68,1,4.0,0.5,0.5,0.5,0.0,0.3,8.3,2.5
2,2019-06-01 00:48:19,2019-06-01 00:55:05,1,0.93,1,N,48,170,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2,2019-06-01 00:39:06,2019-06-01 00:50:02,1,1.86,1,N,181,61,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0.0
1,2019-06-01 00:25:01,2019-06-01 00:31:48,0,1.6,1,N,231,90,1,7.0,3.0,0.5,2.7,0.0,0.3,13.5,2.5
1,2019-06-01 00:34:19,2019-06-01 00:55:59,0,2.2,1,N,249,148,1,14.5,3.0,0.5,3.65,0.0,0.3,21.95,2.5
1,2019-06-01 00:57:52,2019-06-01 01:06:08,0,1.6,1,N,148,107,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
1,2019-06-01 00:14:34,2019-06-01 00:18:42,1,0.9,1,N,142,237,2,5.5,3.0,0.5,0.0,0.0,0.3,9.3,2.5
2,2019-06-01 00:13:09,2019-06-01 00:22:27,3,1.6,1,N,48,246,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
1,2019-06-01 00:44:50,2019-06-01 01:03:06,4,4.3,1,N,140,148,1,17.0,3.0,0.5,4.15,0.0,0.3,24.95,2.5
2,2019-06-01 00:05:12,2019-06-01 00:15:04,1,1.25,1,N,48,162,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2,2019-06-01 00:19:15,2019-06-01 00:21:47,1,0.5,1,N,237,236,1,4.0,0.5,0.5,1.0,0.0,0.3,8.8,2.5
2,2019-06-01 00:25:31,2019-06-01 00:39:34,2,2.12,1,N,236,161,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
2,2019-06-01 00:40:11,2019-06-01 01:25:32,2,7.99,1,N,161,129,2,33.5,0.5,0.5,0.0,0.0,0.3,37.3,2.5
2,2019-06-01 00:36:41,2019-06-01 00:54:19,1,3.22,1,N,229,148,1,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
2,2019-06-01 00:55:00,2019-06-01 01:01:45,1,1.14,1,N,148,114,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
2,2019-06-01 01:04:45,2019-06-01 01:14:41,1,2.43,1,N,114,164,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
2,2019-06-01 00:25:01,2019-06-01 00:45:52,1,8.26,1,N,138,164,1,25.5,0.5,0.5,5.0,6.12,0.3,40.42,2.5
2,2019-06-01 00:54:14,2019-06-01 00:57:38,1,0.46,1,N,113,79,1,4.0,0.5,0.5,1.0,0.0,0.3,8.8,2.5
2,2019-06-01 00:38:09,2019-06-01 00:56:43,3,5.21,1,N,132,205,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,0.0
1,2019-06-01 00:07:44,2019-06-01 00:14:18,1,1.2,1,N,230,142,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
1,2019-06-01 00:15:11,2019-06-01 00:18:32,1,0.6,1,N,142,48,1,4.5,3.0,0.5,2.05,0.0,0.3,10.35,2.5
1,2019-06-01 00:35:09,2019-06-01 00:43:03,1,1.6,1,N,68,142,1,7.5,3.0,0.5,2.0,0.0,0.3,13.3,2.5
1,2019-06-01 00:57:37,2019-06-01 01:14:28,1,3.3,1,N,48,262,1,14.0,3.0,0.5,3.55,0.0,0.3,21.35,2.5
2,2019-06-01 00:17:13,2019-06-01 00:24:45,3,1.36,1,N,230,234,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2,2019-06-01 00:30:50,2019-06-01 00:43:38,1,2.3,1,N,234,140,1,10.5,0.5,0.5,1.0,0.0,0.3,15.3,2.5
2,2019-06-01 00:46:54,2019-06-01 01:00:29,3,2.95,1,N,229,107,1,12.5,0.5,0.5,1.0,0.0,0.3,17.3,2.5
2,2019-06-01 00:14:47,2019-06-01 00:44:30,1,15.41,1,N,132,255,1,43.5,0.5,0.5,8.96,0.0,0.3,53.76,0.0
2,2019-06-01 00:00:52,2019-06-01 00:06:06,6,0.91,1,N,238,238,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2019-06-01 00:17:08,2019-06-01 00:28:10,6,2.57,1,N,142,263,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
2,2019-06-01 00:13:54,2019-06-01 00:19:10,1,1.06,1,N,234,161,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
1,2019-06-01 00:51:09,2019-06-01 01:13:10,1,8.7,1,N,138,148,1,27.5,3.0,0.5,6.25,0.0,0.3,37.55,2.5
2,2019-06-01 00:16:33,2019-06-01 00:49:25,1,16.58,1,N,132,145,1,47.5,0.5,0.5,12.2,0.0,0.3,61.0,0.0
1,2019-06-01 00:14:13,2019-06-01 00:23:18,1,1.8,1,N,79,233,1,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
1,2019-06-01 00:30:51,2019-06-01 00:43:22,3,1.8,1,N,233,186,2,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
1,2019-06-01 00:55:42,2019-06-01 01:09:27,2,2.7,1,N,234,48,1,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
2,2019-06-01 00:17:11,2019-06-01 00:18:24,1,0.08,1,N,132,132,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,0.0
2,2019-06-01 00:19:34,2019-06-01 00:49:33,1,17.48,2,N,132,164,2,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
1,2019-06-01 00:22:41,2019-06-01 00:54:53,1,7.2,1,N,132,76,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3,0.0
2,2019-06-01 00:03:32,2019-06-01 00:35:29,1,4.66,1,N,170,226,1,22.0,0.5,0.5,2.0,0.0,0.3,27.8,2.5
2,2019-06-01 00:22:00,2019-06-01 00:29:36,2,1.41,1,N,237,263,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2019-06-01 00:09:23,2019-06-01 00:16:46,2,1.59,1,N,233,230,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2,2019-06-01 00:32:53,2019-06-01 00:38:45,1,0.76,1,N,48,161,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2019-06-01 00:45:12,2019-06-01 01:05:25,2,3.91,1,N,164,232,1,16.5,0.5,0.5,2.03,0.0,0.3,22.33,2.5
